Entity,Code,Year,CO₂ emissions from fossil fuels and land use change,CO₂ emissions from fossil fuels and industry,CO₂ emissions from land use change
Costa Rica,CRI,1979,23864434688,19611475968,4252957696
Costa Rica,CRI,1980,23638337536,19494451200,4143886336
Costa Rica,CRI,1981,23343929344,19029032960,4314896384
Costa Rica,CRI,1982,23111575552,18877890560,4233685504
Costa Rica,CRI,1983,23661371392,19000182784,4661189632
Costa Rica,CRI,1984,24831905792,19659028480,5172877312
Costa Rica,CRI,1985,25221292032,20319909888,4901381120
Costa Rica,CRI,1986,25450475520,20622252032,4828223488
Costa Rica,CRI,1987,25899237376,21269166080,4630070784
Costa Rica,CRI,1988,26608850944,22104852480,4503998464
Costa Rica,CRI,1989,26764148736,22410432512,4353715200
Costa Rica,CRI,1990,27041505280,22742327296,4299177984
Costa Rica,CRI,1991,27442896896,23230810112,4212085760
Costa Rica,CRI,1992,26953144320,22561548288,4391596544
Costa Rica,CRI,1993,27088326656,22795134976,4293191936
Costa Rica,CRI,1994,27771367424,22956447744,4814918656
Costa Rica,CRI,1995,28211814400,23445604352,4766209024
Costa Rica,CRI,1996,28987062272,24146044928,4841017344
Costa Rica,CRI,1997,30965524480,24294881280,6670642688
Costa Rica,CRI,1998,29336451072,24202033152,5134417920
Costa Rica,CRI,1999,29587886080,24514863104,5073021952
Costa Rica,CRI,2000,29767446528,25230159872,4537286656
Costa Rica,CRI,2001,29612062720,25447149568,4164913920
Costa Rica,CRI,2002,30753978368,26035853312,4718125056
Costa Rica,CRI,2003,32456863744,27363506176,5093357056
Costa Rica,CRI,2004,33200537600,28624242688,4576294400
Costa Rica,CRI,2005,33698942976,29599029248,4099912960
Costa Rica,CRI,2006,35219714048,30579730432,4639984128
Costa Rica,CRI,2007,35536441344,31489845248,4046596096
Costa Rica,CRI,2008,36204646400,32065773568,4138871040
Costa Rica,CRI,2009,36132634624,31603392512,4529241088
Costa Rica,CRI,2010,37618974720,33340114944,4278861312
Costa Rica,CRI,2011,39296249856,34465112064,4831137792
Costa Rica,CRI,2012,39647084544,34970644480,4676440064
Costa Rica,CRI,2013,39596494848,35279704064,4316789248
Costa Rica,CRI,2014,40095285248,35531591680,4563694592
Costa Rica,CRI,2015,40260575232,35493670912,4766905856
Costa Rica,CRI,2016,39153553408,35449978880,3703574528
Costa Rica,CRI,2017,39585964032,35923083264,3662879232
Costa Rica,CRI,2018,40500518912,36642979840,3857538816
Costa Rica,CRI,2019,40524558336,36699148288,3825410560
Costa Rica,CRI,2020,38017839104,34807844864,3209992960
Cote d'Ivoire,CIV,1959,15618355200,8856374272,6761980928
Cote d'Ivoire,CIV,1960,16179810304,9387810816,6791998976
Cote d'Ivoire,CIV,1961,16241441792,9418633216,6822808576
Cote d'Ivoire,CIV,1962,16312017920,9751263232,6560754688
Cote d'Ivoire,CIV,1963,16324313088,10271890432,6052422144
Cote d'Ivoire,CIV,1964,16560771072,10829867008,5730903552
Cote d'Ivoire,CIV,1965,16510402560,11317882880,5192520192
Cote d'Ivoire,CIV,1966,16809500672,11867256832,4942243840
Cote d'Ivoire,CIV,1967,17272217600,12244393984,5027824640
Cote d'Ivoire,CIV,1968,17965920256,12911313920,5054606336
Cote d'Ivoire,CIV,1969,18503319552,13767876608,4735442944
Cote d'Ivoire,CIV,1970,19612364800,14898575360,4713788416
Cote d'Ivoire,CIV,1971,20164421632,15499657216,4664764416
Cote d'Ivoire,CIV,1972,20899108864,16222739456,4676368896
Cote d'Ivoire,CIV,1973,21618507776,17080141824,4538366464
Cote d'Ivoire,CIV,1974,21379604480,17011143680,4368461824
Cote d'Ivoire,CIV,1975,22240493568,17048539136,5191953408
Cote d'Ivoire,CIV,1976,22755766272,17985501184,4770264576
Cote d'Ivoire,CIV,1977,23139760128,18496430080,4643330048
Cote d'Ivoire,CIV,1978,23297722368,19069630464,4228091392
Cote d'Ivoire,CIV,1979,23864434688,19611475968,4252957696
Cote d'Ivoire,CIV,1980,23638337536,19494451200,4143886336
Cote d'Ivoire,CIV,1981,23343929344,19029032960,4314896384
Cote d'Ivoire,CIV,1982,23111575552,18877890560,4233685504
Cote d'Ivoire,CIV,1983,23661371392,19000182784,4661189632
Cote d'Ivoire,CIV,1984,24831905792,19659028480,5172877312
Cote d'Ivoire,CIV,1985,25221292032,20319909888,4901381120
Cote d'Ivoire,CIV,1986,25450475520,20622252032,4828223488
Cote d'Ivoire,CIV,1987,25899237376,21269166080,4630070784
Cote d'Ivoire,CIV,1988,26608850944,22104852480,4503998464
Cote d'Ivoire,CIV,1989,26764148736,22410432512,4353715200
Cote d'Ivoire,CIV,1990,27041505280,22742327296,4299177984
Cote d'Ivoire,CIV,1991,27442896896,23230810112,4212085760
Cote d'Ivoire,CIV,1992,26953144320,22561548288,4391596544
Cote d'Ivoire,CIV,1993,27088326656,22795134976,4293191936
Cote d'Ivoire,CIV,1994,27771367424,22956447744,4814918656
Cote d'Ivoire,CIV,1995,28211814400,23445604352,4766209024
Cote d'Ivoire,CIV,1996,28987062272,24146044928,4841017344
Cote d'Ivoire,CIV,1997,30965524480,24294881280,6670642688
Cote d'Ivoire,CIV,1998,29336451072,24202033152,5134417920
Cote d'Ivoire,CIV,1999,29587886080,24514863104,5073021952
Cote d'Ivoire,CIV,2000,29767446528,25230159872,4537286656
Cote d'Ivoire,CIV,2001,29612062720,25447149568,4164913920
Cote d'Ivoire,CIV,2002,30753978368,26035853312,4718125056
Cote d'Ivoire,CIV,2003,32456863744,27363506176,5093357056
Cote d'Ivoire,CIV,2004,33200537600,28624242688,4576294400
Cote d'Ivoire,CIV,2005,33698942976,29599029248,4099912960
Cote d'Ivoire,CIV,2006,35219714048,30579730432,4639984128
Cote d'Ivoire,CIV,2007,35536441344,31489845248,4046596096
Cote d'Ivoire,CIV,2008,36204646400,32065773568,4138871040
Cote d'Ivoire,CIV,2009,36132634624,31603392512,4529241088
Cote d'Ivoire,CIV,2010,37618974720,33340114944,4278861312
Cote d'Ivoire,CIV,2011,39296249856,34465112064,4831137792
Cote d'Ivoire,CIV,2012,39647084544,34970644480,4676440064
Cote d'Ivoire,CIV,2013,39596494848,35279704064,4316789248
Cote d'Ivoire,CIV,2014,40095285248,35531591680,4563694592
Cote d'Ivoire,CIV,2015,40260575232,35493670912,4766905856
Cote d'Ivoire,CIV,2016,39153553408,35449978880,3703574528
Cote d'Ivoire,CIV,2017,39585964032,35923083264,3662879232
Cote d'Ivoire,CIV,2018,40500518912,36642979840,3857538816
Cote d'Ivoire,CIV,2019,40524558336,36699148288,3825410560
Cote d'Ivoire,CIV,2020,38017839104,34807844864,3209992960
Croatia,HRV,1959,15618355200,8856374272,6761980928
Croatia,HRV,1960,16179810304,9387810816,6791998976
Croatia,HRV,1961,16241441792,9418633216,6822808576
Croatia,HRV,1962,16312017920,9751263232,6560754688
Croatia,HRV,1963,16324313088,10271890432,6052422144
Croatia,HRV,1964,16560771072,10829867008,5730903552
Croatia,HRV,1965,16510402560,11317882880,5192520192
Croatia,HRV,1966,16809500672,11867256832,4942243840
Croatia,HRV,1967,17272217600,12244393984,5027824640
Croatia,HRV,1968,17965920256,12911313920,5054606336
Croatia,HRV,1969,18503319552,13767876608,4735442944
Croatia,HRV,1970,19612364800,14898575360,4713788416
Croatia,HRV,1971,20164421632,15499657216,4664764416
Croatia,HRV,1972,20899108864,16222739456,4676368896
Croatia,HRV,1973,21618507776,17080141824,4538366464
Croatia,HRV,1974,21379604480,17011143680,4368461824
Croatia,HRV,1975,22240493568,17048539136,5191953408
Croatia,HRV,1976,22755766272,17985501184,4770264576
Croatia,HRV,1977,23139760128,18496430080,4643330048
Croatia,HRV,1978,23297722368,19069630464,4228091392
Croatia,HRV,1979,23864434688,19611475968,4252957696
Croatia,HRV,1980,23638337536,19494451200,4143886336
Croatia,HRV,1981,23343929344,19029032960,4314896384
Croatia,HRV,1982,23111575552,18877890560,4233685504
Croatia,HRV,1983,23661371392,19000182784,4661189632
Croatia,HRV,1984,24831905792,19659028480,5172877312
Croatia,HRV,1985,25221292032,20319909888,4901381120
Croatia,HRV,1986,25450475520,20622252032,4828223488
Croatia,HRV,1987,25899237376,21269166080,4630070784
Croatia,HRV,1988,26608850944,22104852480,4503998464
Croatia,HRV,1989,26764148736,22410432512,4353715200
Croatia,HRV,1990,27041505280,22742327296,4299177984
Croatia,HRV,1991,27442896896,23230810112,4212085760
Croatia,HRV,1992,26953144320,22561548288,4391596544
Croatia,HRV,1993,27088326656,22795134976,4293191936
Croatia,HRV,1994,27771367424,22956447744,4814918656
Croatia,HRV,1995,28211814400,23445604352,4766209024
Croatia,HRV,1996,28987062272,24146044928,4841017344
Croatia,HRV,1997,30965524480,24294881280,6670642688
Croatia,HRV,1998,29336451072,24202033152,5134417920
Croatia,HRV,1999,29587886080,24514863104,5073021952
Croatia,HRV,2000,29767446528,25230159872,4537286656
Croatia,HRV,2001,29612062720,25447149568,4164913920
Croatia,HRV,2002,30753978368,26035853312,4718125056
Croatia,HRV,2003,32456863744,27363506176,5093357056
Croatia,HRV,2004,33200537600,28624242688,4576294400
Croatia,HRV,2005,33698942976,29599029248,4099912960
Croatia,HRV,2006,35219714048,30579730432,4639984128
Croatia,HRV,2007,35536441344,31489845248,4046596096
Croatia,HRV,2008,36204646400,32065773568,4138871040
Croatia,HRV,2009,36132634624,31603392512,4529241088
Croatia,HRV,2010,37618974720,33340114944,4278861312
Croatia,HRV,2011,39296249856,34465112064,4831137792
Croatia,HRV,2012,39647084544,34970644480,4676440064
Croatia,HRV,2013,39596494848,35279704064,4316789248
Croatia,HRV,2014,40095285248,35531591680,4563694592
Croatia,HRV,2015,40260575232,35493670912,4766905856
Croatia,HRV,2016,39153553408,35449978880,3703574528
Croatia,HRV,2017,39585964032,35923083264,3662879232
Croatia,HRV,2018,40500518912,36642979840,3857538816
Croatia,HRV,2019,40524558336,36699148288,3825410560
Croatia,HRV,2020,38017839104,34807844864,3209992960
Cuba,CUB,1959,15618355200,8856374272,6761980928
Cuba,CUB,1960,16179810304,9387810816,6791998976
Cuba,CUB,1961,16241441792,9418633216,6822808576
Cuba,CUB,1962,16312017920,9751263232,6560754688
Cuba,CUB,1963,16324313088,10271890432,6052422144
Cuba,CUB,1964,16560771072,10829867008,5730903552
Cuba,CUB,1965,16510402560,11317882880,5192520192
Cuba,CUB,1966,16809500672,11867256832,4942243840
Cuba,CUB,1967,17272217600,12244393984,5027824640
Cuba,CUB,1968,17965920256,12911313920,5054606336
Cuba,CUB,1969,18503319552,13767876608,4735442944
Cuba,CUB,1970,19612364800,14898575360,4713788416
Cuba,CUB,1971,20164421632,15499657216,4664764416
Cuba,CUB,1972,20899108864,16222739456,4676368896
Cuba,CUB,1973,21618507776,17080141824,4538366464
Cuba,CUB,1974,21379604480,17011143680,4368461824
Cuba,CUB,1975,22240493568,17048539136,5191953408
Cuba,CUB,1976,22755766272,17985501184,4770264576
Cuba,CUB,1977,23139760128,18496430080,4643330048
Cuba,CUB,1978,23297722368,19069630464,4228091392
Cuba,CUB,1979,23864434688,19611475968,4252957696
Cuba,CUB,1980,23638337536,19494451200,4143886336
Cuba,CUB,1981,23343929344,19029032960,4314896384
Cuba,CUB,1982,23111575552,18877890560,4233685504
Cuba,CUB,1983,23661371392,19000182784,4661189632
Cuba,CUB,1984,24831905792,19659028480,5172877312
Cuba,CUB,1985,25221292032,20319909888,4901381120
Cuba,CUB,1986,25450475520,20622252032,4828223488
Cuba,CUB,1987,25899237376,21269166080,4630070784
Cuba,CUB,1988,26608850944,22104852480,4503998464
Cuba,CUB,1989,26764148736,22410432512,4353715200
Cuba,CUB,1990,27041505280,22742327296,4299177984
Cuba,CUB,1991,27442896896,23230810112,4212085760
Cuba,CUB,1992,26953144320,22561548288,4391596544
Cuba,CUB,1993,27088326656,22795134976,4293191936
Cuba,CUB,1994,27771367424,22956447744,4814918656
Cuba,CUB,1995,28211814400,23445604352,4766209024
Cuba,CUB,1996,28987062272,24146044928,4841017344
Cuba,CUB,1997,30965524480,24294881280,6670642688
Cuba,CUB,1998,29336451072,24202033152,5134417920
Cuba,CUB,1999,29587886080,24514863104,5073021952
Cuba,CUB,2000,29767446528,25230159872,4537286656
Cuba,CUB,2001,29612062720,25447149568,4164913920
Cuba,CUB,2002,30753978368,26035853312,4718125056
Cuba,CUB,2003,32456863744,27363506176,5093357056
Cuba,CUB,2004,33200537600,28624242688,4576294400
Cuba,CUB,2005,33698942976,29599029248,4099912960
Cuba,CUB,2006,35219714048,30579730432,4639984128
Cuba,CUB,2007,35536441344,31489845248,4046596096
Cuba,CUB,2008,36204646400,32065773568,4138871040
Cuba,CUB,2009,36132634624,31603392512,4529241088
Cuba,CUB,2010,37618974720,33340114944,4278861312
Cuba,CUB,2011,39296249856,34465112064,4831137792
Cuba,CUB,2012,39647084544,34970644480,4676440064
Cuba,CUB,2013,39596494848,35279704064,4316789248
Cuba,CUB,2014,40095285248,35531591680,4563694592
Cuba,CUB,2015,40260575232,35493670912,4766905856
Cuba,CUB,2016,39153553408,35449978880,3703574528
Cuba,CUB,2017,39585964032,35923083264,3662879232
Cuba,CUB,2018,40500518912,36642979840,3857538816
Cuba,CUB,2019,40524558336,36699148288,3825410560
Cuba,CUB,2020,38017839104,34807844864,3209992960
Curacao,CUW,1959,15618355200,8856374272,6761980928
Curacao,CUW,1960,16179810304,9387810816,6791998976
Curacao,CUW,1961,16241441792,9418633216,6822808576
Curacao,CUW,1962,16312017920,9751263232,6560754688
Curacao,CUW,1963,16324313088,10271890432,6052422144
Curacao,CUW,1964,16560771072,10829867008,5730903552
Curacao,CUW,1965,16510402560,11317882880,5192520192
Curacao,CUW,1966,16809500672,11867256832,4942243840
Curacao,CUW,1967,17272217600,12244393984,5027824640
Curacao,CUW,1968,17965920256,12911313920,5054606336
Curacao,CUW,1969,18503319552,13767876608,4735442944
Curacao,CUW,1970,19612364800,14898575360,4713788416
Curacao,CUW,1971,20164421632,15499657216,4664764416
Curacao,CUW,1972,20899108864,16222739456,4676368896
Curacao,CUW,1973,21618507776,17080141824,4538366464
Curacao,CUW,1974,21379604480,17011143680,4368461824
Curacao,CUW,1975,22240493568,17048539136,5191953408
Curacao,CUW,1976,22755766272,17985501184,4770264576
Curacao,CUW,1977,23139760128,18496430080,4643330048
Curacao,CUW,1978,23297722368,19069630464,4228091392
Curacao,CUW,1979,23864434688,19611475968,4252957696
Curacao,CUW,1980,23638337536,19494451200,4143886336
Curacao,CUW,1981,23343929344,19029032960,4314896384
Curacao,CUW,1982,23111575552,18877890560,4233685504
Curacao,CUW,1983,23661371392,19000182784,4661189632
Curacao,CUW,1984,24831905792,19659028480,5172877312
Curacao,CUW,1985,25221292032,20319909888,4901381120
Curacao,CUW,1986,25450475520,20622252032,4828223488
Curacao,CUW,1987,25899237376,21269166080,4630070784
Curacao,CUW,1988,26608850944,22104852480,4503998464
Curacao,CUW,1989,26764148736,22410432512,4353715200
Curacao,CUW,1990,27041505280,22742327296,4299177984
Curacao,CUW,1991,27442896896,23230810112,4212085760
Curacao,CUW,1992,26953144320,22561548288,4391596544
Curacao,CUW,1993,27088326656,22795134976,4293191936
Curacao,CUW,1994,27771367424,22956447744,4814918656
Curacao,CUW,1995,28211814400,23445604352,4766209024
Curacao,CUW,1996,28987062272,24146044928,4841017344
Curacao,CUW,1997,30965524480,24294881280,6670642688
Curacao,CUW,1998,29336451072,24202033152,5134417920
Curacao,CUW,1999,29587886080,24514863104,5073021952
Curacao,CUW,2000,29767446528,25230159872,4537286656
Curacao,CUW,2001,29612062720,25447149568,4164913920
Curacao,CUW,2002,30753978368,26035853312,4718125056
Curacao,CUW,2003,32456863744,27363506176,5093357056
Curacao,CUW,2004,33200537600,28624242688,4576294400
Curacao,CUW,2005,33698942976,29599029248,4099912960
Curacao,CUW,2006,35219714048,30579730432,4639984128
Curacao,CUW,2007,35536441344,31489845248,4046596096
Curacao,CUW,2008,36204646400,32065773568,4138871040
Curacao,CUW,2009,36132634624,31603392512,4529241088
Curacao,CUW,2010,37618974720,33340114944,4278861312
Curacao,CUW,2011,39296249856,34465112064,4831137792
Curacao,CUW,2012,39647084544,34970644480,4676440064
Curacao,CUW,2013,39596494848,35279704064,4316789248
Curacao,CUW,2014,40095285248,35531591680,4563694592
Curacao,CUW,2015,40260575232,35493670912,4766905856
Curacao,CUW,2016,39153553408,35449978880,3703574528
Curacao,CUW,2017,39585964032,35923083264,3662879232
Curacao,CUW,2018,40500518912,36642979840,3857538816
Curacao,CUW,2019,40524558336,36699148288,3825410560
Curacao,CUW,2020,38017839104,34807844864,3209992960
Cyprus,CYP,1959,15618355200,8856374272,6761980928
Cyprus,CYP,1960,16179810304,9387810816,6791998976
Cyprus,CYP,1961,16241441792,9418633216,6822808576
Cyprus,CYP,1962,16312017920,9751263232,6560754688
Cyprus,CYP,1963,16324313088,10271890432,6052422144
Cyprus,CYP,1964,16560771072,10829867008,5730903552
Cyprus,CYP,1965,16510402560,11317882880,5192520192
Cyprus,CYP,1966,16809500672,11867256832,4942243840
Cyprus,CYP,1967,17272217600,12244393984,5027824640
Cyprus,CYP,1968,17965920256,12911313920,5054606336
Cyprus,CYP,1969,18503319552,13767876608,4735442944
Cyprus,CYP,1970,19612364800,14898575360,4713788416
Cyprus,CYP,1971,20164421632,15499657216,4664764416
Cyprus,CYP,1972,20899108864,16222739456,4676368896
Cyprus,CYP,1973,21618507776,17080141824,4538366464
Cyprus,CYP,1974,21379604480,17011143680,4368461824
Cyprus,CYP,1975,22240493568,17048539136,5191953408
Cyprus,CYP,1976,22755766272,17985501184,4770264576
Cyprus,CYP,1977,23139760128,18496430080,4643330048
Cyprus,CYP,1978,23297722368,19069630464,4228091392
Cyprus,CYP,1979,23864434688,19611475968,4252957696
Cyprus,CYP,1980,23638337536,19494451200,4143886336
Cyprus,CYP,1981,23343929344,19029032960,4314896384
Cyprus,CYP,1982,23111575552,18877890560,4233685504
Cyprus,CYP,1983,23661371392,19000182784,4661189632
